Magazine code,Date,English title,Japanese title,English Kindle,Bilingual Print,Tankōbon,Complete Collection,1979 anime,,2005 anime,,,Movie,,Short film,Notes
G6,1986-01,Secrets of Idol Singers,人気歌手翼ちゃんの秘密,Vol 154,,Vol +5,Vol 13,Ep 877,,,,,,,,
G1,1986-02,The Fortune Card Dealer,うらないカードボックス,Vol 163,,,Vol 16,Ep 995,,Ep 863B (1457),,,,,,
G2,1986-02,The R/C Any-tenna,ラジコンアンテナ,Vol 193,,,Vol 16,Ep 1009,,,,,,,,
G3,1986-02,Shunner-Stunners,無視虫,Vol 155,,Vol +5,Vol 15,Ep 1047,,,,,,,,
G4,1986-02,The Secret Tunnel Pen,ぬけ穴ボールペン,Vol 122,Vol 3-5,Vol 39,Vol 15,Ep 866,,Ep 638A (1117),,,,,,
G5,1986-02,Twinkle Twinkle,夜空がギンギラギン,Vol 118,Vol 3-3,Vol 38,Vol 14,Ep 869,,Ep 348B (585),,,,,,
G6,1986-02,The Anti-Grav Belt,逆重力ベルト,Vol 190,,,Vol 13,Ep 867,,,,,,,,
G1,1986-03,My Own Genie,まじんのいないまほうのランプ,Vol 165,,,Vol 16,Ep 871,Ep 1581,Ep 269A (434),,,,,,
G2,1986-03,Weather Pens,アメダスペン,Vol 193,,,Vol 16,Ep 962,,,,,,,,
G3,1986-03,The 4D Junior Driver Sticker,四次元若葉マーク,Vol 122,,Vol 39,Vol 15,Ep 872,,,,,,,,
G4,1986-03,The Scene Stealer,けしきカッター,Vol 130,,Vol 42,Vol 15,Ep 873,,Ep 803B (1378),,,,,,
G5,1986-03,The Slider Stick,ずらしんぼ,Vol 122,,Vol 39,Vol 14,Ep 876,,Ep 430B (755),,,,,,
G6,1986-03,The Idiomator,具象化鏡,Vol 123,,Vol 39,Vol 13,Ep 874,,Ep 204B (342),Ep 512B (908),,,,,
G1,1986-04,Animal Finger Puppets,動物指キャップ,Vol 165,,,Vol 17,Ep 1016,,Ep 915A (1520),,,,,,
G2,1986-04,The Place-Trader Pistol,人の身になるタチバガン,Vol 136,Vol 3-6,Vol 44,Vol 16,Ep 878,,Ep 526B (934),,,,,,
G3,1986-04,Cherry Blossoms… No Matter What,何が何でもお花見を,Vol 140,Vol 3-5,Vol 45,Vol 16,Ep 909,,Ep 326B (541),,,,,,
G4,1986-04,The Dream Director Chair,ユメかんとくいす,Vol 146,,Vol +2,Vol 15,Ep 882,,Ep 334B (557),,,,,,
G5,1986-04,The Tele-Megaphone,望遠メガフォン,Vol 192,,,Vol 15,Ep 1014,,,,,,,,
G6,1986-04,Fairytale Land Tickets,メルヘンランド入場券,Vol 121,,Vol 39,Vol 14,Ep 880,,Ep 735A (1277),,,,,,
G1,1986-05,The Anywhere-o-rama,実物ジオラマ,Vol 164,,,Vol 17,Ep 975,,,,,,,,
G2,1986-05,The Pet-a-lizer,ペッター,Vol 150,,Vol +3,Vol 16,Ep 904,,Ep 338A (564),,,,,,
G3,1986-05,Focus Bubbles,集中力増強シャボンヘルメット,Vol 143,Vol 3-5,Vol +1,Vol 16,Ep 885,,Ep 659A (1153),,,,,,
G4,1986-05,The Handi-Cap,ハンディキャップ,Vol 121,,Vol 39,Vol 15,Ep 887,,Ep 787B (1354),,,,,,
G5,1986-05,Balloon Express Mail,風船がとどけた手紙,Vol 122,,Vol 39,Vol 15,Ep 883,,Ep 632B (1108),,,,,,
G6,1986-05,The Dreampleter Chip,ユメ完結チップ,Vol 159,,Vol +6,Vol 14,Ep 900,,,,,,,,
G1,1986-06,The Warp Pen,ワープペン,Vol 165,,,Vol 17,Ep 980,,,,,,,,
G2,1986-06,The Courier Cap,たくはいキャップ,Vol 136,,Vol 44,Vol 16,Ep 888,,,,,,,,
G3,1986-06,Big upGrade,おれさまをグレードアップ,Vol 137,,Vol 44,Vol 16,Ep 895,,Ep 525B (932),,,,,,
G4,1986-06,The Perfect Photo Printer,おこのみフォト・プリンター,Vol 143,,Vol +1,Vol 15,Ep 886,,,,,,,,
G5,1986-06,The Deflation Needle,厚みぬきとりバリ,Vol 121,Vol 3-4,Vol 39,Vol 15,Ep 897,,Ep 459A (807),,,,,,
G6,1986-06,Optical Ivy,光ファイバーつた,Vol 145,,Vol +2,Vol 14,Ep 884,,Ep 789A (1356),,,,,,
G1,1986-07,Waterproofing Spray,カサイラズ,Vol 161,,,Vol 17,Ep 916,,,,,,,,
G2,1986-07,The Star Rocket,ねがい七夕ロケット,Vol 193,,,Vol 16,Ep 923,,Ep 566B (1010),,,,,,
G3,1986-07,The Friend Ring,みかたゆびわ,Vol 193,,,Vol 16,Ep 894,,,,,,,,
G4,1986-07,International Bug Hunters,世界の昆虫を集めよう,Vol 128,,Vol 41,Vol 15,Ep 990,,,,,,,,
G5,1986-07,The Mini-Car Set,実用ミニカーセット,Vol 131,,Vol 42,Vol 15,Ep 891,,Ep 830B (1410),,,,,,
G6,1986-07,Comet Hunters,コメットハンターに挑戦,Vol 191,,,Vol 14,Ep 893,Ep 1461,,,,,,,
G1,1986-08,The Shrink-Grow Cup,中身ごとのびちぢみカップ,Vol 162,,,Vol 17,Ep 993,,Ep 726 (Short),,,,,,
G2,1986-08,Chiller Tickets,スリルチケット,Vol 144,,Vol +1,Vol 16,Ep 928,,Ep 876B (1471),,,,,,
G3,1986-08,The EZ-Hiking Hat,らくらくとざんぼう,Vol 193,,,Vol 16,Ep 1032,,,,,,,,
CC,1986-11,Noby and the Dino Knights,のび太と竜の騎士,Vol L8,,Vol L8,Vol L3,,,,,,Nobita and the Knights on Dinosaurs,,,
G3,1987-01,Noby's Train Set,のび太の模型鉄道,Vol 123,,Vol 39,Vol 16,Ep 915,,,,,,,,
G3,1987-02,The Blackhole Pen and Whitehole Pen,ブラック・ホワイトホールペン,Vol 138,,Vol 44,Vol 16,Ep 930,,Ep 194A (326),Ep 762A (1316),,,,,
G3,1987-03,The Human Remote Control,人間リモコン,Vol 134,,Vol 43,Vol 16,Ep 946,,,,,,,,
G1,1987-04,The Balloon Express,どこでもふうせん,Vol 163,,,Vol 17,Ep 1124,,,,,,,,
G2,1987-04,The Traffic Timer,こうつうきせいタイマー,Vol 156,,Vol +5,Vol 17,Ep 934,,,,,,,,
G3,1987-04,The Heart Changer Mic,こころふきこみマイク,Vol 194,,,Vol 16,Ep 939,,,,,,,,
G4,1987-04,The In-and-Out Cloud,半分おでかけ雲,Vol 142,,Vol +1,Vol 16,Ep 945,,Ep 631A (1105),,,,,,
G5,1987-04,The Whatsit Tabs,ツーカー錠,Vol 131,,Vol 42,Vol 15,Ep 941,,,,,,,,
G6,1987-04,Mini-Doraemon,ぼくミニドラえもん,Vol 127,,Vol 41,Vol 15,,,Ep 108A (203),Ep 490A (866),,,,,
G1,1987-05,Smoke Man,モクモクマン,Vol 161,,,Vol 17,Ep 949,,,,,,,,
G2,1987-05,Buddy Badges,なかまバッジ,Vol 153,,Vol +4,Vol 17,Ep 944,,Ep 776A (1335),,,,,,
G3,1987-05,The Travel Window Set,旅行窓セット,Vol 194,,,Vol 16,Ep 947,,,,,,,,
G4,1987-05,The Hide-and-Stick,かくれん棒,Vol 130,,Vol 42,Vol 16,Ep 1113,,Ep 726A (1261),,,,,,
G4,1988-06,Return to Mirrorland,入りこみミラーII,Vol 194,,,Vol 16,Ep 996,,,,,,,,
G4,1988-07,The Time Room,タイム・ルーム 昔のカキの物語,Vol 125,,Vol 40,Vol 16,Ep 1004,,Ep 419B (732),,,,,,
G4,1988-08,The Autopilot Footprint Stamp,ゆうどう足あとスタンプ,Vol 194,,,Vol 16,Ep 1002,,,,,,,,
G4,1988-09,Mr. S Returns,またまた先生がくる,Vol 124,,Vol 40,Vol 16,Ep 1008,,Ep 478A (843),,,,,,
G4,1988-10,The Dream Time Machine,タイムドリーマー,Vol 194,,,Vol 16,Ep 1011,,,,,,,,
CC,1988-10,Noby's Stone Age Japan,のび太の日本誕生,Vol L9,,Vol L9,Vol L4,,,,,,Nobita and the Birth of Japan,Nobita and the Birth of Japan 2016,,
G4,1988-11,Rainbow Violetta,虹のビオレッタ,Vol 123,,Vol 39,Vol 16,Ep 1035,,Ep 187B (317),,,,,,
G4,1988-12,"Looks, Power, or IQ",顔か力かIQか,Vol 124,,Vol 40,Vol 16,Ep 1028,,Ep 108B (204),,,,,,
G4,1989-01,Playing with Shadows,「影ぶんちん」と「影実体化液」,Vol 194,,,Vol 16,Ep 1031,,,,,,,,
G3,1989-02,The Paper Submarine,深海潜水艇たった二百円！！,Vol 131,,Vol 42,Vol 17,Ep 1071,,Ep 750B (1299),,,,,,
G4,1989-02,The Abstainer's Shrine,断ち物願かけ神社,Vol 130,,Vol 42,Vol 16,Ep 1033,,,,,,,,
G4,1989-03,Photos that Feel,エアコンフォト,Vol 154,,Vol +5,Vol 16,Ep 1057,,Ep 426D (748),,,,,,
G3,1989-04,The Free-Size Costume Camera,フリーサイズぬいぐるみカメラ,Vol 125,,Vol 40,Vol 17,Ep 1036,,Ep 383B (654),,,,,,
G4,1989-04,The Human Piggy Bank Maker,人間貯金箱製造機,Vol 126,,Vol 40,Vol 17,Ep 1038,,Ep 318A (527),,,,,,
G6,1989-04,Home Nature Theater,環境スクリーンで勉強バリバリ,Vol 125,,Vol 40,Vol 16,Ep 1069,,Ep 898A (1496),,,,,,
G4,1989-04,Little G's Big Crush,泣くなジャイ子よ,Vol 126,,Vol 40,Vol 17,Ep 1046,,Ep 50A (98),Ep 699B (1220),,,,Do Your Best! Gian!!,
G3,1989-05,The Self-Alarm,セルフアラーム,Vol 157,,Vol +6,Vol 17,Ep 1040,,,,,,,,
G6,1989-05,The Mini Hot Air Balloon,ミニ熱気球,Vol 126,,Vol 40,Vol 16,Ep 1042,,Ep 70B (137),Ep 738B (1283),,,,,
G3,1989-06,Keep-It-Up Gloves,つづきをヨロシク,Vol 127,,Vol 41,Vol 17,Ep 1045,,Ep 544A (968),,,,,,
G4,1989-06,Flying Comics,空とぶマンガ本,Vol 126,,Vol 40,Vol 17,Ep 1048,,Ep 381A (649),,,,,,
G6,1989-06,Winning Back Shizuka,しずちゃんをとりもどせ,Vol 126,Vol 2-3,Vol 40,Vol 16,Ep 1049,,Ep 75B–76A (146–147),Ep 719A (1251),,,,,
G3,1989-07,Where Was It When,そのときどこにいた,Vol 148,,Vol +3,Vol 17,Ep 1051,,Ep 759A (1311),,,,,,
G4,1989-07,The Omni-Sketchbook,いつでもどこでもスケッチセット,Vol 128,,Vol 41,Vol 17,Ep 1053,,Ep 462B (814),,,,,,
G6,1989-07,The Any Day Calendar,気まぐれカレンダー,Vol 129,Vol 2-5,Vol 41,Vol 16,Ep 1093,,Ep 178B (306),,,,,,
G3,1989-08,A 30-Story House,野比家は三十階,Vol 128,Vol 3-3,Vol 41,Vol 17,Ep 1055,,Ep 402A (689),,,,,,
G4,1989-08,The Dinner Show of Terror,恐怖のディナーショー,Vol 129,Vol 2-2,Vol 41,Vol 17,Ep 1054,,Ep 192A (323),Ep 563B (1004),,,,,
G6,1989-08,The Personal Nation Kit,おこのみ建国用品いろいろ,Vol 124,,Vol 40,Vol 16,Ep 1060,,Ep 472B (834),,,,,,
G3,1989-09,The Uber-Strongman Pill,強力ウルトラスーパーデラックス錠,Vol 156,,Vol +5,Vol 17,Ep 1058,,Ep 198 (332),,,,,,
G4,1989-09,Return to Owner Spray,落としものカムバックスプレー,Vol 128,Vol 3-5,Vol 41,Vol 17,Ep 1089,,Ep 671B (1174),,,,,,
G6,1989-09,Half and Half and Half and…,半分の半分のまた半分…,Vol 131,,Vol 42,Vol 16,Ep 1056,,Ep 157A (280),Ep 530B (942),,,,,
G3,1989-10,Doraemon Gets Sick,ドラえもんが重病に？,Vol 139,Vol 2-1,Vol 45,Vol 17,Ep 1074,,Ep 101B (192),,,,,,
G4,1989-10,The Wish Granter,やりすぎ！のぞみ実現機,Vol 132,,Vol 42,Vol 17,Ep 1063,,Ep 200B (336),Ep 504B (893),,,,,
G6,1989-10,Noby Gets Jealous,ふたりっきりでなにしてる？,Vol 132,Vol 3-6,Vol 42,Vol 16,Ep 1090,,Ep 59A (117),,,,,,
CC,1989-10,Noby's Storybook Planet,のび太とアニマル惑星,Vol L10,,Vol L10,Vol L4,,,,,,Nobita and the Animal Planet,,,
G3,1989-11,The Restorelixir,全体復元液,Vol 146,,Vol +2,Vol 17,Ep 1072,,,,,,,,
G4,1989-11,Real Magic,マジックの使い道,Vol 128,,Vol 41,Vol 17,Ep 1068,,Ep 670C (1171),,,,,,
G6,1989-11,The Future Library Card,未来図書券,Vol 127,,Vol 41,Vol 16,Ep 1066,,Ep 859B (1451),,,,,,
G4,1989-12,Mine All Mine Spray,あなただけの物ガス,Vol 130,,Vol 42,Vol 17,Ep 1078,,Ep 272B (441),,,,,,
G6,1989-12,The Weighter-Unweighter,ふんわりズッシリメーター,Vol 129,Vol 2-4,Vol 41,Vol 16,Ep 1073,,Ep 66A (128),,,,,,
G3,1990-01,The High Rise Escape,高層マンション脱出大作戦,Vol 195,,Vol +7,Vol 17,Ep 1081,,,,,,,,
G4,1990-01,Speed Goggles,スピード増感ゴーグル,Vol 150,,Vol +3,Vol 17,Ep 1079,,,,,,,,
G6,1990-01,The Pinch Runner,ピンチランナー,Vol 147,,Vol +2,Vol 16,Ep 1080,,,,,,,,
G3,1990-02,The Ultra-Eraser,万能クリーナー,Vol 131,Vol 3-6,Vol 42,Vol 17,Ep 1082,,,,,,,,
G4,1990-02,The Weather Concentrator,まわりのお天気集めよう,Vol 134,,Vol 43,Vol 17,Ep 1106,,Ep 855B (1445),,,,,,
G6,1990-02,"Left, Straight, Right, Right, Left…",左、直、右、右、左…,Vol 127,,Vol 41,Vol 16,Ep 1084,,Ep 612B (1075),,,,,,
G4,1990-03,The Time Pistol,タイムピストルで“じゃま物”は消せ,Vol 147,,Vol +2,Vol 17,Ep 1083,,Ep 361B (610),,,,,,
G6,1990-03,The Neighborhood under the Sea,深夜の町は海の底,Vol 129,,Vol 41,Vol 16,Ep 1085,,Ep 489B (865),,,Nobita's Great Battle of the Mermaid King,,,
G1,1990-04,Realtime Picture Books,現実中継絵本,Vol 136,Vol 2-6,Vol 44,Vol 17,Ep 1094,,,,,,,,
G3,1990-04,Noby the Cat,ネコののび太いりませんか,Vol 133,,Vol 43,Vol 17,Ep 1095,,Ep 51B (101),Ep 496A (876),,,,,
G4,1990-04,Noby's Invaders,宇宙戦艦のび太を襲う,Vol 135,Vol 2-5,Vol 43,Vol 17,Ep 1112,,Ep 387B (662),,,,,,
G6,1990-04,The Great Escape,町内突破大作戦,Vol 130,,Vol 42,Vol 16,Ep 1096,,Ep 205 (343),Ep 675A (1181),,,,,
G3,1990-05,Bio-Can Blossoms,食べて歌ってバイオ花見,Vol 135,,Vol 43,Vol 17,Ep 1176,,Ep 477C (842),,,,,,
G4,1990-05,The Luck-ing Glass,ラジ難チュー難の相？,Vol 135,,Vol 43,Vol 17,Ep 1116,,Ep 466B (822),,,,,,
G6,1990-05,The Universal Encyclopedia,宇宙完全大百科,Vol 132,,Vol 42,Vol 16,Ep 1097,,,,,,,,
G3,1990-06,Digging for Clam-Packs,もぐれ！ハマグリパック,Vol 131,,Vol 42,Vol 17,Ep 1125,,Ep 393B (674),Ep 911A (1514),,,,,
G4,1990-06,The Insta-Guru Course,仙人らくらくコース,Vol 134,,Vol 43,Vol 17,Ep 1098,,Ep 104B (197),Ep 534A (949),,,,,
G6,1990-06,A Feast for the Eyes,目は口ほどに物を食べ,Vol 130,Vol 3-6,Vol 42,Vol 16,Ep 1102,,Ep 479B (846),,,,,,
G3,1990-07,Back to the Past,七万年前の日本へ行こう,Vol 195,,Vol +7,Vol 17,Ep 1099,,,,,,,,
G4,1990-07,The Substitute-Me TV,身がわりテレビ,Vol 145,,Vol +2,Vol 17,Ep 1137,,Ep 451A (792),,,,,,
G6,1990-07,Who Needs Doraemon?,ドラえもんがいなくてもだいじょうぶ！？,Vol 148,,Vol +3,Vol 16,Ep 1104,,Ep 850A (1437),,,,,,
G3,1990-08,The Daruma Cap,ダルマさんころんだ帽,Vol 195,,,Vol 17,Ep 1107,,Ep 623A (1089),,,,,,
G4,1990-08,Hawaii Comes to Noby,ハワイがやってくる,Vol 138,,Vol 44,Vol 17,Ep 1140,,Ep 654A (1144),,,,,,
G6,1990-08,Little G's New Comic,ジャイ子の新作まんが,Vol 138,,Vol 44,Vol 16,Ep 1108,,Ep 50B (99),Ep 732B (1274),,,,Do Your Best! Gian!!,
G3,1990-09,The Balance Trainer,バランストレーナー,Vol 137,,Vol 44,Vol 17,Ep 1266,,Ep 751B (1301),,,,,,
G4,1990-09,Perfect Pictures,万能プリンター,Vol 133,,Vol 43,Vol 17,Ep 1153,,Ep 887A (1485),,,,,,
G6,1990-09,"Jack, Betty, and Janie",ジャックとベティとジャニー,Vol 135,,Vol 43,Vol 16,Ep 1115,,Ep 103A (194),Ep 508B (900),,,,,
CC,1990-09,Noby's Dorabian Nights,のび太のドラビアンナイト,Vol L11,,Vol L11,Vol L4,,,,,,Nobita's Dorabian Nights,,,
G4,1990-10,Identical Pet Food,そっくりペットフード,Vol 159,,Vol +6,Vol 17,Ep 1114,,Ep 428A (750),Ep 910A (1512),,,,,
G6,1990-10,The Memory Lens,記憶とり出しレンズ,Vol 194,,,Vol 16,Ep 1120,,,,,,,,
G3,1990-11,Handmade Toys,手作りおもちゃ,Vol 195,,Vol +7,Vol 17,Ep 1118,,Ep 835A (1416),,,,,,
G4,1990-11,The Ship-in-a-bottle Battle,ボトルシップ大海戦,Vol 140,,Vol 45,Vol 17,Ep 1119,,Ep 755B (1307),,,,,,
G6,1990-11,Big G in Love,恋するジャイアン,Vol 136,,Vol 44,Vol 16,Ep 1117,,Ep 130B–131A (239–240),,,,,,
G3,1990-12,The Shooting Star Catcher,流れ星ゆうどうがさ,Vol 154,,Vol +5,Vol 17,Ep 1122,,Ep 133 (243),Ep 893A (1491),,,,,
G6,1990-12,The Every Bit Helper,「チリつもらせ機」で幸せいっぱい？,Vol 157,,Vol +6,Vol 16,Ep 1121,,Ep 437B (766),,,,,,
G4,1991-01,The Sky Frame,空まです通しフレーム,Vol 195,,,Vol 17,Ep 1163,,,,,,,,
G6,1991-02,The Nature Model Series,自然観察プラモシリーズ,Vol 139,,Vol 45,Vol 16,Ep 1135,,Ep 40A (80),Ep 728A (1265),,,,,
G4,1991-03,Decoy Dolls,身がわり紙人形,Vol 140,,Vol 45,Vol 17,Ep 1168,,Ep 800B (1372),,,,,,
G4,1991-04,Haunted Stuff,こわ～い！「百鬼線香」と「説明絵巻」,Vol 195,,,Vol 17,Ep 1145,,Ep 450B (791),,,,,,
CC,1991-10,Noby's Kingdom in the Clouds,のび太と雲の王国,Vol L12,,Vol L12,Vol L5,,,,,,Nobita and the Kingdom of Clouds,,,
CC,1992-09,Noby and the Tin Toy Labyrinth,のび太とブリキの迷宮,Vol L13,,Vol L13,Vol L5,,,,,,Nobita and the Tin Labyrinth,,,
CC,1993-09,Noby's Phantastic Swordsmen,のび太と夢幻三剣士,Vol L14,,Vol L14,Vol L5,,,,,,Nobita's Three Visionary Swordsmen,,,
G5,1994-07,The Man from Planet Galapa,ガラパ星からきた男,Vol 141,,Vol 45,Vol 17,Special (Ep 1568A),,,,,,,,
CC,1994-09,"Noby, Creator of Worlds",のび太の創世日記,Vol L15,,Vol L15,Vol L6,,,,,,Nobita's Diary on the Creation of the World,,,
CC,1995-09,Noby's Galactic Express,のび太と銀河超特急,Vol L16,,Vol L16,Vol L6,,,,,,Nobita and the Galaxy Super-express,,,
CC,1996-09,Noby's Wind-up City,のび太のねじ巻き都市冒険記,Vol L17,,Vol L17,Vol L6,,,,,,Nobita and the Spiral City,,,
